date,location,tweetcreatedts,sentiment
20220428,Syria,32,-0.375
20220428,Taiwan,109,-0.311926606
20220428,Thailand,115,-0.191304348
20220428,The Bahamas,1,1
20220428,Togo,1,0
20220428,Trinidad and Tobago,16,-0.1875
20220428,Tunisia,9,0.111111111
20220428,Turkey,67,-0.358208955
20220428,USA,6590,-0.279210926
20220428,Uganda,55,-0.363636364
20220428,Ukraine,3049,-0.290259101
20220428,United Arab Emirates,100,-0.42
20220428,Uruguay,36,-0.305555556
20220428,Vanuatu,1,0
20220428,Venezuela,162,-0.240740741
20220428,Vietnam,38,-0.315789474
20220428,Yemen,17,-0.352941176
20220428,Zambia,5,-0.4
20220428,Zimbabwe,34,-0.470588235
20220429,Afghanistan,22,-0.363636364
20220429,Albania,13,-0.230769231
20220429,Algeria,11,-0.272727273
20220429,Angola,2,0
20220429,Antarctica,35,-0.485714286
20220429,Argentina,159,-0.34591195
20220429,Armenia,19,-0.210526316
20220429,Australia,1011,-0.283877349
20220429,Austria,230,-0.32173913
20220429,Azerbaijan,46,-0.195652174
20220429,Bangladesh,84,0.107142857
20220429,Belarus,11,0.090909091
20220429,Belgium,426,-0.166666667
20220429,Belize,6,-0.333333333
20220429,Benin,4,-0.25
20220429,Bolivia,15,-0.533333333
20220429,Bosnia and Herzegovina,6,-0.666666667
20220429,Botswana,6,-0.833333333
20220429,Brazil,100,-0.25
20220429,Brunei,2,0
20220429,Bulgaria,117,-0.273504274
20220429,Burkina Faso,2,-1
20220429,Burundi,1,0
20220429,Cambodia,9,-0.111111111
20220429,Cameroon,6,0
20220429,Canada,2159,-0.312181566
20220429,Chad,2,-0.5
20220429,Chile,111,-0.396396396
20220429,China,278,-0.057553957
20220429,Colombia,73,-0.356164384
20220429,Costa Rica,29,-0.379310345
20220429,Croatia,75,-0.306666667
20220429,Cuba,29,-0.172413793
20220429,Cyprus,71,-0.23943662
20220429,Czech Republic,216,-0.361111111
20220429,Denmark,280,-0.339285714
20220429,Djibouti,2,0
20220429,Dominican Republic,17,-0.058823529
20220429,Ecuador,55,-0.363636364
20220429,Egypt,46,-0.369565217
20220429,El Salvador,12,-0.25
20220429,England,2867,-0.317404953
20220429,Eritrea,25,-0.4
20220429,Estonia,199,-0.256281407
20220429,Ethiopia,36,-0.222222222
20220429,Falkland Islands,1,1
20220429,Fiji,7,-0.285714286
20220429,Finland,580,-0.284482759
20220429,France,1105,-0.351131222
20220429,Gabon,1,0
20220429,Gambia,3,-1
20220429,Georgia,320,-0.265625
20220429,Germany,1413,-0.333333333
20220429,Ghana,57,-0.315789474
20220429,Greece,164,-0.286585366
20220429,Greenland,3,0
20220429,Guatemala,12,-0.5
20220429,Guinea,1,-1
20220429,Guyana,2,-0.5
20220429,Haiti,2,-0.5
20220429,Honduras,5,0
20220429,Hungary,16,-0.25
20220429,Iceland,27,-0.407407407
20220429,India,2034,-0.139626352
20220429,Indonesia,284,-0.362676056
20220429,Iran,77,-0.25974026
20220429,Iraq,34,-0.382352941
20220429,Ireland,789,-0.301647655
20220429,Israel,188,-0.329787234
20220429,Italy,543,-0.289134438
20220429,Ivory Coast,3,-1
20220429,Jamaica,20,-0.15
20220429,Japan,381,-0.262467192
20220429,Jordan,20,-0.5
20220429,Kazakhstan,32,-0.34375
20220429,Kenya,316,-0.265822785
20220429,Kosovo,14,-0.071428571
20220429,Kuwait,37,-0.621621622
20220429,Kyrgyzstan,3,-0.333333333
20220429,Laos,3,-0.666666667
20220429,Latvia,151,-0.245033113
20220429,Lebanon,44,-0.340909091
20220429,Lesotho,22,-0.272727273
20220429,Liberia,2,-0.5
20220429,Libya,16,-0.375
20220429,Lithuania,206,-0.378640777
20220429,Luxembourg,77,-0.207792208
20220429,Macedonia,13,0.076923077
20220429,Madagascar,2,-0.5
20220429,Malawi,7,-0.428571429
20220429,Malaysia,139,-0.517985612
20220429,Mali,7,-0.285714286
20220429,Mexico,241,-0.323651452
20220429,Moldova,28,0.178571429
20220429,Mongolia,20,-0.25
20220429,Montenegro,8,0.375
20220429,Morocco,9,-0.333333333
20220429,Mozambique,4,0.25
20220429,Myanmar,9,-0.222222222
20220429,Namibia,4,0
20220429,Nepal,35,0
20220429,Netherlands,758,-0.316622691
20220429,New Zealand,177,-0.259887006
20220429,Nicaragua,7,-0.285714286
20220429,Niger,357,-0.280112045
20220429,North Korea,5,-0.4
20220429,Norway,328,-0.317073171
20220429,Oman,4,0
20220429,Pakistan,258,-0.23255814
20220429,Panama,30,-0.466666667
20220429,Papua New Guinea,14,-0.142857143
20220429,Paraguay,9,-0.888888889
20220429,Peru,47,-0.425531915
20220429,Philippines,103,-0.300970874
20220429,Poland,573,-0.289703316
20220429,Portugal,397,-0.40302267
20220429,Puerto Rico,49,-0.224489796
20220429,Qatar,27,-0.333333333
20220429,Republic of Serbia,62,0.048387097
20220429,Romania,284,-0.338028169
20220429,Russia,149,-0.395973154
20220429,Rwanda,15,0.133333333
20220429,Saudi Arabia,75,-0.333333333
20220429,Senegal,9,-0.444444444
20220429,Slovakia,51,-0.352941176
20220429,Slovenia,49,-0.183673469
20220429,Somalia,9,-0.444444444
20220429,Somaliland,7,0.142857143
20220429,South Africa,406,-0.256157635
20220429,South Korea,27,-0.296296296
20220429,Spain,371,-0.380053908
20220429,Sri Lanka,73,-0.04109589
20220429,Sudan,12,-0.5
20220429,Suriname,1,-1
20220429,Swaziland,2,-1
20220429,Sweden,504,-0.375
20220429,Switzerland,333,-0.276276276
20220429,Syria,27,-0.666666667
20220429,Taiwan,183,-0.196721311
20220429,Thailand,154,-0.12987013
20220429,Togo,1,0
20220429,Trinidad and Tobago,17,-0.176470588
20220429,Tunisia,6,-0.166666667
20220429,Turkey,98,-0.224489796
20220429,USA,7456,-0.264887339
20220429,Uganda,68,-0.132352941
20220429,Ukraine,2801,-0.315601571
20220429,United Arab Emirates,61,-0.31147541
20220429,United Republic of Tanzania,1,0
20220429,Uruguay,42,-0.214285714
20220429,Uzbekistan,2,0.5
20220429,Venezuela,181,-0.35359116
20220429,Vietnam,57,-0.403508772
20220429,Yemen,35,-0.571428571
20220429,Zambia,4,-0.25
20220429,Zimbabwe,32,-0.28125
20220430,Afghanistan,49,-0.469387755
20220430,Albania,12,-0.666666667
20220430,Algeria,4,-0.25
20220430,Angola,2,-0.5
20220430,Antarctica,17,-0.764705882
20220430,Argentina,118,-0.36440678
20220430,Armenia,16,-0.125
20220430,Australia,945,-0.358730159
20220430,Austria,158,-0.411392405
20220430,Azerbaijan,41,-0.56097561
20220430,Bangladesh,100,-0.07
20220430,Belarus,16,-0.4375
20220430,Belgium,317,-0.280757098
20220430,Belize,15,-0.333333333
20220430,Benin,4,0.25
20220430,Bhutan,1,-1
20220430,Bolivia,19,-0.526315789
20220430,Bosnia and Herzegovina,6,-0.333333333
20220430,Botswana,2,-0.5
20220430,Brazil,72,-0.402777778
20220430,Brunei,2,0
20220430,Bulgaria,97,-0.24742268
20220430,Burundi,2,-1
20220430,Cambodia,3,-0.333333333
20220430,Cameroon,9,-0.333333333
20220430,Canada,2344,-0.396331058
20220430,Central African Republic,1,0
20220430,Chad,1,1
20220430,Chile,80,-0.425
20220430,China,228,-0.166666667
20220430,Colombia,61,-0.245901639
20220430,Costa Rica,26,-0.153846154
20220430,Croatia,55,-0.418181818
20220430,Cuba,12,-0.25
20220430,Cyprus,51,0
20220430,Czech Republic,169,-0.384615385
20220430,Denmark,232,-0.357758621
20220430,Djibouti,4,-0.75
20220430,Dominican Republic,7,0
20220430,East Timor,2,0.5
20220430,Ecuador,57,-0.421052632
20220430,Egypt,64,-0.3125
20220430,El Salvador,5,-0.2
20220430,England,2811,-0.276414088
20220430,Eritrea,21,-0.476190476
20220430,Estonia,209,-0.502392344
20220430,Ethiopia,45,-0.333333333
20220430,Falkland Islands,1,-1
20220430,Fiji,6,-0.333333333
20220430,Finland,634,-0.362776025
20220430,France,1146,-0.353403141
20220430,Gambia,2,0
20220430,Georgia,324,-0.327160494
20220430,Germany,1613,-0.371357719
20220430,Ghana,75,0.08
20220430,Greece,149,-0.436241611
20220430,Greenland,21,-0.19047619
20220430,Guatemala,20,-0.55
20220430,Guinea,1,-1
20220430,Haiti,8,0.125
20220430,Honduras,5,-0.4
20220430,Hungary,25,-0.6
20220430,Iceland,22,-0.545454545
20220430,India,1872,-0.231303419
20220430,Indonesia,583,-0.171526587
20220430,Iran,50,-0.34
20220430,Iraq,75,-0.533333333
20220430,Ireland,821,-0.330085262
20220430,Israel,190,-0.373684211
20220430,Italy,508,-0.36023622
20220430,Ivory Coast,1,-1
20220430,Jamaica,17,-0.176470588
20220430,Japan,379,-0.308707124
20220430,Jordan,13,-0.538461538
20220430,Kazakhstan,11,-0.363636364
20220430,Kenya,94,-0.170212766
20220430,Kosovo,6,-0.333333333
20220430,Kuwait,35,-0.514285714
20220430,Kyrgyzstan,3,-0.666666667
20220430,Laos,1,0
20220430,Latvia,135,-0.414814815
20220430,Lebanon,41,-0.317073171
20220430,Lesotho,4,-0.5
20220430,Liberia,2,-1
20220430,Libya,9,-0.222222222
20220430,Lithuania,142,-0.387323944
20220430,Luxembourg,57,-0.456140351
20220430,Macedonia,12,-0.5
20220430,Madagascar,7,-0.857142857
20220430,Malawi,14,-0.5
20220430,Malaysia,163,-0.478527607
20220430,Mali,8,0
20220430,Mexico,218,-0.408256881
20220430,Moldova,11,-0.090909091
20220430,Mongolia,31,-0.258064516
20220430,Montenegro,1,1
20220430,Morocco,6,-0.5
20220430,Mozambique,3,-0.333333333
20220430,Myanmar,22,0.090909091
20220430,Namibia,1,0
20220430,Nepal,20,-0.05
20220430,Netherlands,579,-0.373056995
20220430,New Zealand,221,-0.411764706
20220430,Nicaragua,9,0
20220430,Niger,491,-0.052953157
20220430,North Korea,6,-0.666666667
20220430,Norway,250,-0.432
20220430,Oman,5,-0.2
20220430,Pakistan,770,-0.427272727
20220430,Panama,48,-0.291666667
20220430,Papua New Guinea,6,-0.666666667
20220430,Paraguay,9,-0.111111111
20220430,Peru,40,-0.35
20220430,Philippines,139,-0.028776978
20220430,Poland,480,-0.358333333
20220430,Portugal,353,-0.317280453
20220430,Puerto Rico,53,0
20220430,Qatar,43,-0.418604651
20220430,Republic of Serbia,26,-0.346153846
20220430,Romania,261,-0.318007663
20220430,Russia,181,-0.386740331
20220430,Rwanda,5,-0.4
20220430,Saudi Arabia,71,-0.492957746
20220430,Senegal,3,-0.666666667
20220430,Slovakia,45,-0.4
20220430,Slovenia,56,-0.446428571
20220430,Solomon Islands,8,0.5
20220430,Somalia,10,-0.2
20220430,South Africa,479,-0.288100209
20220430,South Korea,24,-0.583333333
20220430,South Sudan,1,-1
20220430,Spain,334,-0.347305389
20220430,Sri Lanka,110,-0.172727273
20220430,Sudan,26,-0.461538462
20220430,Suriname,2,-0.5
20220430,Sweden,540,-0.37962963
20220430,Switzerland,372,-0.370967742
20220430,Syria,40,-0.425
20220430,Taiwan,159,-0.34591195
20220430,Tajikistan,2,0
20220430,Thailand,114,-0.219298246
20220430,Trinidad and Tobago,15,-0.133333333
20220430,Tunisia,5,0
20220430,Turkey,90,-0.3
20220430,Turkmenistan,1,0
20220430,USA,7668,-0.313510694
20220430,Uganda,63,-0.238095238
20220430,Ukraine,2621,-0.323540633
20220430,United Arab Emirates,108,-0.25
20220430,Uruguay,57,-0.385964912
20220430,Uzbekistan,2,0.5
20220430,Venezuela,223,-0.394618834
20220430,Vietnam,48,-0.25
20220430,Yemen,46,-0.02173913
20220430,Zambia,6,-0.166666667
20220430,Zimbabwe,18,-0.444444444
20220501,Afghanistan,11,-0.545454545
20220501,Albania,10,-0.1
20220501,Algeria,14,-0.214285714
20220501,Angola,1,-1
20220501,Antarctica,30,-0.533333333
20220501,Argentina,161,-0.440993789
20220501,Armenia,6,0
20220501,Australia,925,-0.393513514
20220501,Austria,165,-0.393939394
20220501,Azerbaijan,29,-0.620689655
20220501,Bangladesh,74,-0.067567568
20220501,Belarus,10,-0.4
20220501,Belgium,306,-0.316993464
20220501,Belize,8,-0.125
20220501,Benin,2,0
20220501,Bolivia,15,-0.333333333
20220501,Bosnia and Herzegovina,3,0.666666667
20220501,Botswana,2,-0.5
20220501,Brazil,63,-0.333333333
20220501,Bulgaria,93,-0.397849462
20220501,Burkina Faso,4,0
20220501,Burundi,3,0
20220501,Cambodia,7,0.142857143
20220501,Cameroon,6,-0.5
20220501,Canada,2586,-0.351894818
20220501,Central African Republic,1,1
20220501,Chad,1,-1
20220501,Chile,64,-0.3125
20220501,China,196,-0.096938776
20220501,Colombia,103,-0.378640777
20220501,Costa Rica,54,-0.185185185
20220501,Croatia,52,-0.25
20220501,Cuba,10,-0.4
20220501,Cyprus,72,-0.416666667
20220501,Czech Republic,211,-0.379146919
20220501,Denmark,287,-0.351916376
20220501,Djibouti,2,-0.5
20220501,Dominican Republic,14,-0.142857143
20220501,Ecuador,81,-0.432098765
20220501,Egypt,66,-0.196969697
20220501,El Salvador,12,-0.833333333
20220501,England,3127,-0.331947554
20220501,Eritrea,16,-0.0625
20220501,Estonia,159,-0.509433962
20220501,Ethiopia,76,-0.434210526
20220501,Falkland Islands,2,-1
20220501,Fiji,5,-0.6
20220501,Finland,614,-0.42019544
20220501,France,1206,-0.361525705
20220501,Gambia,2,-0.5
20220501,Georgia,354,-0.245762712
20220501,Germany,1688,-0.383293839
20220501,Ghana,63,-0.206349206
20220501,Greece,151,-0.324503311
20220501,Greenland,2,-1
20220501,Guatemala,10,0.1
20220501,Guinea,1,-1
20220501,Guyana,1,0
20220501,Haiti,8,-0.25
20220501,Honduras,9,-0.666666667
20220501,Hungary,37,-0.405405405
20220501,Iceland,31,-0.35483871
20220501,India,1745,-0.225787966
20220501,Indonesia,303,-0.145214521
20220501,Iran,31,-0.64516129
20220501,Iraq,57,-0.561403509
20220501,Ireland,751,-0.355525965
20220501,Israel,190,-0.421052632
20220501,Italy,471,-0.35881104
20220501,Ivory Coast,5,-0.8
20220501,Jamaica,31,-0.322580645
20220501,Japan,467,-0.284796574
20220501,Jordan,16,-0.4375
20220501,Kazakhstan,27,-0.592592593
20220501,Kenya,359,-0.342618384
20220501,Kosovo,9,-0.111111111
20220501,Kuwait,39,-0.41025641
20220501,Kyrgyzstan,6,-0.666666667
20220501,Latvia,160,-0.3375
20220501,Lebanon,27,-0.37037037
20220501,Lesotho,10,-0.6
20220501,Liberia,1,0
20220501,Libya,8,0
20220501,Lithuania,157,-0.382165605
20220501,Luxembourg,62,-0.306451613
20220501,Macedonia,5,-0.6
20220501,Madagascar,1,-1
20220501,Malawi,9,0
20220501,Malaysia,194,-0.639175258
20220501,Mali,7,-0.142857143
20220501,Mexico,299,-0.387959866
20220501,Moldova,8,0
20220501,Mongolia,29,-0.413793103
20220501,Montenegro,4,-0.5
20220501,Morocco,5,0
20220501,Mozambique,5,0.2
20220501,Myanmar,22,-0.136363636
20220501,Nepal,29,-0.103448276
20220501,Netherlands,649,-0.445300462
20220501,New Caledonia,1,0
20220501,New Zealand,248,-0.274193548
20220501,Nicaragua,10,-0.3
20220501,Niger,259,-0.185328185
20220501,North Korea,3,-0.666666667
20220501,Norway,312,-0.391025641
20220501,Oman,5,-0.2
20220501,Pakistan,398,0.130653266
20220501,Panama,34,-0.441176471
20220501,Papua New Guinea,4,-0.25
20220501,Paraguay,6,-0.166666667
20220501,Peru,45,-0.177777778
20220501,Philippines,116,-0.293103448
20220501,Poland,677,-0.283604136
20220501,Portugal,451,-0.427937916
20220501,Puerto Rico,104,-0.173076923
20220501,Qatar,30,-0.466666667
20220501,Republic of Serbia,37,-0.216216216
20220501,Romania,277,-0.357400722
20220501,Russia,166,-0.379518072
20220501,Rwanda,11,-0.272727273
20220501,Saudi Arabia,78,-0.487179487
20220501,Senegal,7,-0.142857143
20220501,Slovakia,50,-0.38
20220501,Slovenia,37,-0.351351351
20220501,Somalia,6,-0.333333333
20220501,Somaliland,3,0
20220501,South Africa,390,-0.184615385
20220501,South Korea,13,-0.384615385
20220501,Spain,388,-0.31443299
20220501,Sri Lanka,68,-0.264705882
20220501,Sudan,38,-0.631578947
20220501,Sweden,645,-0.364341085
20220501,Switzerland,311,-0.337620579
20220501,Syria,31,-0.35483871
20220501,Taiwan,133,-0.323308271
20220501,Tajikistan,3,-0.666666667
20220501,Thailand,137,-0.153284672
20220501,The Bahamas,1,0
20220501,Trinidad and Tobago,13,-0.153846154
20220501,Tunisia,2,-0.5
20220501,Turkey,73,-0.356164384
20220501,Turkmenistan,1,1
20220501,USA,9233,-0.273908805
20220501,Uganda,63,-0.46031746
20220501,Ukraine,2458,-0.361676159
20220501,United Arab Emirates,84,-0.107142857
20220501,Uruguay,50,-0.3
20220501,Uzbekistan,2,-0.5
20220501,Venezuela,231,-0.393939394
20220501,Vietnam,46,-0.434782609
20220501,Yemen,32,-0.28125
20220501,Zambia,6,-0.333333333
20220501,Zimbabwe,23,-0.391304348
20220502,Afghanistan,10,-0.4
20220502,Albania,14,-0.571428571
20220502,Algeria,8,-0.25
20220502,Angola,1,-1
20220502,Antarctica,34,-0.323529412
20220502,Argentina,191,-0.387434555
20220502,Armenia,17,-0.176470588
20220502,Australia,1022,-0.347358121
20220502,Austria,154,-0.448051948
20220502,Azerbaijan,30,-0.1
20220502,Bangladesh,63,0
20220502,Belarus,15,-0.4
20220502,Belgium,550,-0.469090909
20220502,Belize,11,-0.454545455
20220502,Benin,1,0
20220502,Bhutan,7,-0.714285714
20220502,Bolivia,17,-0.411764706
20220502,Bosnia and Herzegovina,9,0
20220502,Botswana,9,0
20220502,Brazil,90,-0.355555556
20220502,Brunei,2,-1
20220502,Bulgaria,111,-0.396396396
20220502,Burkina Faso,1,0
20220502,Burundi,1,0
20220502,Cambodia,19,-0.157894737
20220502,Cameroon,8,-0.625
20220502,Canada,2315,-0.328725702
20220502,Central African Republic,3,1
20220502,Chad,1,-1
20220502,Chile,85,-0.329411765
20220502,China,211,-0.118483412
20220502,Colombia,67,-0.432835821
20220502,Costa Rica,31,-0.290322581
20220502,Croatia,51,-0.392156863
20220502,Cuba,23,-0.130434783
20220502,Cyprus,62,-0.35483871
20220502,Czech Republic,197,-0.390862944
20220502,Denmark,235,-0.404255319
20220502,Djibouti,1,-1
20220502,Dominican Republic,3,0
20220502,Ecuador,64,-0.28125
20220502,Egypt,59,-0.254237288
20220502,El Salvador,8,-0.5
20220502,England,2968,-0.330188679
20220502,Eritrea,24,-0.041666667
20220502,Estonia,195,-0.425641026
20220502,Ethiopia,34,-0.352941176
20220502,Falkland Islands,2,-0.5
20220502,Fiji,7,-0.714285714
20220502,Finland,595,-0.357983193
20220502,France,1118,-0.394454383
20220502,Gambia,1,1
20220502,Georgia,334,-0.320359281
20220502,Germany,2090,-0.40430622
20220502,Ghana,79,-0.227848101
20220502,Greece,190,-0.415789474
20220502,Greenland,3,-0.666666667
20220502,Guatemala,12,-0.416666667
20220502,Guinea,3,-0.666666667
20220502,Guyana,2,-0.5
20220502,Haiti,4,0
20220502,Honduras,4,0.25
20220502,Hungary,26,-0.346153846
20220502,Iceland,20,-0.25
20220502,India,1873,-0.198611853
20220502,Indonesia,413,-0.271186441
20220502,Iran,63,-0.349206349
20220502,Iraq,80,-0.7625
20220502,Ireland,822,-0.341849148
20220502,Israel,187,-0.438502674
20220502,Italy,399,-0.365914787
20220502,Jamaica,12,-0.166666667
20220502,Japan,453,-0.225165563
20220502,Jordan,14,-0.214285714
20220502,Kazakhstan,16,-0.625
20220502,Kenya,196,-0.173469388
20220502,Kosovo,10,-0.3
20220502,Kuwait,39,-0.358974359
20220502,Kyrgyzstan,3,-0.333333333
20220502,Laos,2,0.5
20220502,Latvia,178,-0.297752809
20220502,Lebanon,45,-0.244444444
20220502,Lesotho,10,-0.3
20220502,Liberia,1,0
20220502,Libya,5,0
20220502,Lithuania,157,-0.414012739
20220502,Luxembourg,56,-0.285714286
20220502,Macedonia,14,-0.428571429
20220502,Madagascar,3,0
20220502,Malawi,9,-0.111111111
20220502,Malaysia,198,-0.429292929
20220502,Mali,2,-0.5
20220502,Mexico,288,-0.357638889
20220502,Moldova,9,-0.111111111
20220502,Mongolia,30,-0.5
20220502,Montenegro,7,-0.428571429
20220502,Morocco,5,0.4
20220502,Mozambique,4,-1
20220502,Myanmar,21,-0.19047619
20220502,Namibia,5,-0.4
20220502,Nepal,32,-0.125
20220502,Netherlands,543,-0.416206262
20220502,New Zealand,167,-0.377245509
20220502,Nicaragua,13,-0.538461538
20220502,Niger,378,-0.187830688
20220502,North Korea,1,0
20220502,Northern Cyprus,1,-1
20220502,Norway,281,-0.391459075
20220502,Oman,4,0.25
20220502,Pakistan,596,0.14261745
20220502,Panama,27,-0.37037037
20220502,Papua New Guinea,11,-0.545454545
20220502,Paraguay,18,-0.222222222
20220502,Peru,62,-0.306451613
20220502,Philippines,115,0.017391304
20220502,Poland,577,-0.40034662
20220502,Portugal,439,-0.419134396
20220502,Puerto Rico,61,-0.196721311
20220502,Qatar,19,-0.315789474
20220502,Republic of Serbia,41,-0.390243902
20220502,Romania,295,-0.427118644
20220502,Russia,163,-0.325153374
20220502,Rwanda,10,-0.1
20220502,Saudi Arabia,68,-0.264705882
20220502,Senegal,5,-0.4
20220502,Sierra Leone,1,1
20220502,Slovakia,68,-0.426470588
20220502,Slovenia,60,-0.45
20220502,Solomon Islands,2,-0.5
20220502,Somalia,12,-0.166666667
20220502,Somaliland,3,-1
20220502,South Africa,510,-0.323529412
20220502,South Korea,59,-0.389830508
20220502,South Sudan,2,-0.5
20220502,Spain,386,-0.406735751
20220502,Sri Lanka,75,-0.28
20220502,Sudan,22,-0.363636364
20220502,Sweden,483,-0.32505176
20220502,Switzerland,293,-0.348122867
20220502,Syria,17,-0.529411765
20220502,Taiwan,111,-0.333333333
20220502,Thailand,151,-0.198675497
20220502,Trinidad and Tobago,17,-0.117647059
20220502,Tunisia,6,-0.166666667
20220502,Turkey,86,-0.151162791
20220502,USA,7829,-0.303231575
20220502,Uganda,54,-0.222222222
20220502,Ukraine,2633,-0.330421572
20220502,United Arab Emirates,60,-0.016666667
20220502,Uruguay,48,-0.354166667
20220502,Uzbekistan,1,0
20220502,Venezuela,212,-0.452830189
20220502,Vietnam,50,-0.4
20220502,Yemen,8,-0.375
20220502,Zambia,4,-0.5
20220502,Zimbabwe,32,-0.25
20220503,Afghanistan,31,-0.64516129
20220503,Albania,46,0.543478261
20220503,Algeria,12,-0.416666667
20220503,Angola,2,-1
20220503,Antarctica,15,-0.466666667
20220503,Argentina,209,-0.354066986
20220503,Armenia,12,-0.166666667
20220503,Australia,812,-0.282019704
20220503,Austria,196,-0.198979592
20220503,Azerbaijan,20,-0.1
20220503,Bangladesh,116,-0.284482759
20220503,Belarus,6,-0.166666667
20220503,Belgium,378,-0.301587302
20220503,Belize,7,-0.142857143
20220503,Benin,6,-0.166666667
20220503,Bolivia,12,-0.166666667
20220503,Bosnia and Herzegovina,7,-0.285714286
20220503,Botswana,5,-0.4
20220503,Brazil,83,-0.253012048
20220503,Bulgaria,97,-0.319587629
20220503,Burkina Faso,1,0
20220503,Burundi,1,-1
20220503,Cambodia,12,-0.416666667
20220503,Cameroon,14,-0.428571429
20220503,Canada,2099,-0.32253454
20220503,Central African Republic,3,0.666666667
20220503,Chad,1,1
20220503,Chile,73,-0.424657534
20220503,China,215,-0.120930233
20220503,Colombia,63,-0.222222222
20220503,Costa Rica,46,-0.195652174
20220503,Croatia,41,-0.292682927
20220503,Cuba,17,-0.294117647
20220503,Cyprus,44,-0.204545455
20220503,Czech Republic,168,-0.297619048
20220503,Denmark,236,-0.368644068
20220503,Djibouti,5,-0.6
20220503,Dominican Republic,5,-0.6
20220503,Ecuador,49,-0.387755102
20220503,Egypt,67,-0.343283582
20220503,El Salvador,8,-0.25
20220503,England,3444,-0.254645761
20220503,Eritrea,21,-0.142857143
20220503,Estonia,194,-0.37628866
20220503,Ethiopia,32,-0.46875
20220503,Falkland Islands,4,-0.75
20220503,Fiji,7,-0.285714286
20220503,Finland,603,-0.341625207
20220503,France,1179,-0.349448685
20220503,Georgia,298,-0.406040268
20220503,Germany,1764,-0.318594104
20220503,Ghana,85,-0.223529412
20220503,Greece,166,-0.210843373
20220503,Greenland,3,-0.666666667
20220503,Guatemala,19,-0.526315789
20220503,Guinea,2,-0.5
20220503,Guyana,3,0
20220503,Haiti,8,-0.125
20220503,Honduras,9,0
20220503,Hungary,39,-0.051282051
20220503,Iceland,33,-0.333333333
20220503,India,1634,-0.214810282
20220503,Indonesia,334,-0.179640719
20220503,Iran,61,-0.360655738
20220503,Iraq,17,-0.176470588
20220503,Ireland,835,-0.276646707
20220503,Israel,147,-0.414965986
20220503,Italy,426,-0.333333333
20220503,Jamaica,24,-0.25
20220503,Japan,482,-0.203319502
20220503,Jordan,17,0
20220503,Kazakhstan,28,-0.357142857
20220503,Kenya,129,-0.23255814
20220503,Kosovo,11,0.181818182
20220503,Kuwait,30,-0.333333333
20220503,Kyrgyzstan,5,-0.4
20220503,Laos,2,0
20220503,Latvia,152,-0.355263158
20220503,Lebanon,53,-0.264150943
20220503,Lesotho,6,-0.166666667
20220503,Liberia,2,0
20220503,Libya,7,0.142857143
20220503,Lithuania,217,-0.31797235
20220503,Luxembourg,79,-0.265822785
20220503,Macedonia,16,-0.25
20220503,Madagascar,10,-0.8
20220503,Malawi,5,-0.2
20220503,Malaysia,196,-0.566326531
20220503,Mali,11,-0.090909091
20220503,Mexico,175,-0.228571429
20220503,Moldova,15,0.066666667
20220503,Mongolia,24,-0.333333333
20220503,Montenegro,8,-0.5
20220503,Morocco,6,-0.333333333
20220503,Mozambique,6,-0.166666667
20220503,Myanmar,17,-0.058823529
20220503,Namibia,8,0.25
20220503,Nepal,27,-0.148148148
20220503,Netherlands,694,-0.340057637
20220503,New Zealand,200,-0.37
20220503,Nicaragua,9,-0.222222222
20220503,Niger,499,-0.152304609
20220503,North Korea,2,0
20220503,Norway,282,-0.340425532
20220503,Oman,10,-0.2
20220503,Pakistan,401,-0.219451372
20220503,Panama,45,-0.422222222
20220503,Papua New Guinea,1,-1
20220503,Paraguay,10,-0.6
20220503,Peru,48,-0.479166667
20220503,Philippines,109,-0.100917431
20220503,Poland,529,-0.298676749
20220503,Portugal,380,-0.278947368
20220503,Puerto Rico,71,-0.211267606
20220503,Qatar,27,-0.185185185
20220503,Republic of Serbia,46,-0.152173913
20220503,Romania,264,-0.359848485
20220503,Russia,206,-0.40776699
20220503,Rwanda,6,-0.333333333
20220503,Saudi Arabia,51,-0.156862745
20220503,Senegal,8,0
20220503,Sierra Leone,1,-1
20220503,Slovakia,54,-0.240740741
20220503,Slovenia,45,-0.466666667
20220503,Somalia,12,-0.166666667
20220503,South Africa,471,-0.388535032
20220503,South Korea,66,-0.181818182
20220503,Spain,319,-0.313479624
20220503,Sri Lanka,73,-0.232876712
20220503,Sudan,9,0.333333333
20220503,Suriname,1,0
20220503,Sweden,457,-0.24726477
20220503,Switzerland,351,-0.148148148
20220503,Syria,27,-0.518518519
20220503,Taiwan,87,-0.459770115
20220503,Tajikistan,2,0
20220503,Thailand,148,-0.027027027
20220503,Trinidad and Tobago,13,-0.230769231
20220503,Tunisia,7,-0.571428571
20220503,Turkey,68,-0.220588235
20220503,USA,7141,-0.363534519
20220503,Uganda,64,-0.328125
20220503,Ukraine,2667,-0.316460442
20220503,United Arab Emirates,72,-0.236111111
20220503,United Republic of Tanzania,1,0
20220503,Uruguay,37,-0.324324324
20220503,Venezuela,197,-0.304568528
20220503,Vietnam,29,-0.517241379
20220503,Yemen,4,-0.5
20220503,Zambia,9,-0.444444444
20220503,Zimbabwe,48,-0.291666667
20220504,Afghanistan,32,0.03125
20220504,Albania,17,0.352941176
20220504,Algeria,8,0.125
20220504,Angola,4,-0.25
